id0,id1
0,0
0,1
0,2
0,3
0,4
0,5
0,6
1,1
1,2
1,3
1,4
1,5
1,6
2,2
2,3
2,4
2,5
2,6
3,3
3,4
3,5
3,6
4,4
4,5
4,6
5,5
5,6
6,6
7,7
8,8
8,9
9,9
10,10
10,11
11,11
12,12
12,13
13,13
14,14
14,15
14,16
15,15
15,16
16,16
17,17
17,18
18,18
19,19
19,20
19,21
19,22
19,23
19,24
19,25
19,26
19,27
19,28
19,29
20,20
20,21
20,22
20,23
20,24
20,25
20,26
20,27
20,28
20,29
21,21
21,22
21,23
21,24
21,25
21,26
21,27
21,28
21,29
22,22
22,23
22,24
22,25
22,26
22,27
22,28
22,29
23,23
23,24
23,25
23,26
23,27
23,28
23,29
24,24
24,25
24,26
24,27
24,28
24,29
25,25
25,26
25,27
25,28
25,29
26,26
26,27
26,28
26,29
27,27
27,28
27,29
28,28
28,29
29,29
